CODFILIAL;NUMERO_NOTA;CODPROD;NOME_PRODUTO;CATEGORIA;DTMOV_ENTRADA;QTD_ENTRADA;VLR_ENTRADA
6;46633;154900;BARRA PROTEIN WOD GOUR BRIGADEIRO  C/12;PROTEINAS;2025-03-05;2,0;92,48
6;46634;155658;LOC HD 10%UREIA+5%GLIC+LH-01 200ML PRINC;CUIDADOS COM A PELE;2025-03-05;39,0;718,66
6;46639;126977;DES ROLLON GB FEM BLUE 50ML;DESODORANTE;2025-03-05;4,0;17,45
6;46639;134641;DES ROLLON GB FEM CANDY 50ML;VITAMINAS/MINERAIS;2025-03-05;12,0;52,34
6;46644;151537;VULT GEL SECATIVO ANTIACNE CUIDA FAC 15G;CUIDADOS COM A PELE;2025-03-05;1,0;6,57
6;46651;146582;SAB LIQ REFIL BEBE TRADICIONAL 250ML GRA;AUTOTESTE COVID;2025-03-05;2,0;19,47
6;46657;152426;TALCO CHEIRINHO DE BEBE ROSA 120G;TALCO;2025-03-05;48,0;438,78
6;51853;150170;VULT BASE MATTE HIDRALURONIC Q075 26ML;MAQUIAGEM;2025-07-09;1,0;8,08
6;51853;150170;VULT BASE MATTE HIDRALURONIC Q075 26ML;TERMOMETROS;2025-07-09;1,0;8,08
6;51854;154265;VULT PO COMPACTO FACIAL V470 9G;MAQUIAGEM;2025-07-09;5,0;29,79
6;51855;146585;SAB LIQ REFIL BEBE LAVANDA 250ML GRANADO;AUTOTESTE COVID;2025-07-09;3,0;30,51
6;54457;125951;JOELHEIRA ORIF SPORT G BC0036;ANTISSEPTICO;2025-09-16;1,0;24,01
6;54458;149117;VULT OLEO GOTAS SECANTES P/UNHAS 10ML;NEBULIZADORES;2025-09-16;1,0;4,12
6;54556;159969;PROT SOLAR COR 2.0 FPS70 50ML SILVER SUN;TRONINHO;2025-09-18;96,0;1850,21
6;54566;134223;ALCOOL GEL HIG GB BLUE 60ML;ORTOPEDICOS;2025-09-18;16,0;39,97
6;54567;153613;EUDORA BABY SAB LIQ CABECA/PES 200ML;HIGIENE INFANTIL;2025-09-18;2,0;18,32
6;54576;150406;CRISP BAR LEITE NINHO CR DE AVELA 12UND;SUPLEMENTOS;2025-09-18;2,0;95,14
6;54577;149018;AG PROTETOR FACIAL COR 03 FPS 60 40G;BRONZEADOR/PROTETOR SOLAR;2025-09-18;6,0;114,53
6;54581;152248;VULT BALM LABIAL FPS 15 SOLEIL 3,6G;TERMOMETROS;2025-09-18;6,0;29,32
6;54586;153424;VULT BLUSH FUN ROSE ILUMINADA 6,5G;TERMOMETROS;2025-09-18;3,0;18,46
6;54588;149248;VULT BALM LABIAL MELANCIA 3,5G;TERMOMETROS;2025-09-18;9,0;50,29
6;54596;151189;LOC HID GB GOLD 200ML;CUIDADOS COM A PELE;2025-09-18;61,0;726,14
6;54600;153177;VULT BATOM LIQ MATE NANO HD CARAMELO 5ML;TERMOMETROS;2025-09-18;5,0;35,63
6;54603;130838;DES AERO GB 48HRS FEM BLUE 150ML;DESODORANTE;2025-09-18;13,0;81,0
6;54603;130838;DES AERO GB 48HRS FEM BLUE 150ML;VITAMINAS/MINERAIS;2025-09-18;13,0;81,0
6;54612;139776;ESC MASSAGEADORA 7280-01-M*;ESPONJAS-BANHO;2025-09-18;28,0;168,9
6;54612;139776;ESC MASSAGEADORA 7280-01-M*;ACESSORIO INFANTIL;2025-09-18;28,0;168,9
6;54613;141060;MAMAD BIG ZOO 330ML SIL R 11065-01-M;MAMADEIRAS;2025-09-18;4,0;34,48
6;54614;134001;CURATIVO TRANSP RESPIR 10UN COTTONBABY ;PROTEINAS;2025-09-18;20,0;18,29
6;54623;140368;ESC D CLEAN INF PEPPA PIG MACIA LV2PG1;MASSAGEM;2025-09-18;12,0;147,8
6;54624;154296;VULT ESM 5FREE SOLEIL SU HORA MAGICA 8ML;NEBULIZADORES;2025-09-18;6,0;15,21
6;54625;50075;TIPOIA ORTOPEDICA P BC0069;ANTISSEPTICO;2025-09-18;1,0;21,77
6;54625;151481;NIINA CORRETIVO LIQ PERFECT M COR05 10ML;TERMOMETROS;2025-09-18;4,0;44,95
6;54626;139701;GEL D CLEAN INF + ESC MACIA PEPPA 50G;ESCOVAS DENTAIS;2025-09-18;1,0;10,31
6;54627;152430;KIT SH+CD CHEIRINHO BEBE AZUL 210ML;LINHA CAPILAR;2025-09-18;10,0;127,73
6;54628;137002;GEL D CLEAN INF PEPPA 50G;MASSAGEM;2025-09-18;3,0;12,49
6;54628;142833;GEL D CLEAN ADT WHITENING MAX 90G ;ESCOVAS DENTAIS;2025-09-18;12,0;100,11
6;54629;135531;ESC D CLEAN ADT UNO SLIM PROFISS MACIA;ESCOVAS DENTAIS;2025-09-18;11,0;63,92
6;54631;140693;ESC D CLEAN ADT ENC OK MEDIA;ESCOVAS DENTAIS;2025-09-18;11,0;31,62
6;54631;154192;PAMPERS REFIL SAB LIQ GLICERINA 350ML;HIGIENE INFANTIL;2025-09-18;3,0;18,21
6;54631;154192;PAMPERS REFIL SAB LIQ GLICERINA 350ML;AUTOTESTE COVID;2025-09-18;3,0;18,21
6;54631;154201;PAMPERS CD GLICERINA 200ML;HIGIENE INFANTIL;2025-09-18;5,0;29,35
6;57744;146582;SAB LIQ REFIL BEBE TRADICIONAL 250ML GRA;HIGIENE INFANTIL;2025-12-18;10,0;102,92
6;57746;150867;KIT GB PROMO 2 AERO CANDY 30%;VITAMINAS/MINERAIS;2025-12-18;42,0;524,95
6;57756;155774;VULT MASC CAP ONDULADOS 500G;BANDAGEM/FITA;2025-12-18;2,0;20,68
6;57759;153846;DRJ RECARGA THE RAZOR 4 C/4UN ;BARBEARIA;2025-12-18;1,0;15,23
6;57770;155623;VULT SH EXPLOSAO DE FORCA 350ML;BANDAGEM/FITA;2025-12-18;3,0;19,27
6;57772;152444;DES CORP KANITZ LAVANDA PRATA 510ML;INALADORES;2025-12-18;24,0;453,52
6;57787;154562;VULT LEAV SPRAY CHOQUE/RECONSTRUC 100ML;BANDAGEM/FITA;2025-12-18;2,0;18,44
6;57803;159405;DES AERO GB 72HRS LILAC 150ML;VITAMINAS/MINERAIS;2025-12-18;26,0;157,2
6;57813;152908;SAB LIQ REFIL BEBE CALENDULA 250ML GRAN;HIGIENE INFANTIL;2025-12-18;6,0;61,01
6;57817;151694;EVORA INTEGRAL FRUTAS AMARELAS 150G;PRE/POS TREINO;2025-12-18;2,0;60,7
6;57828;149233;SIAGE CD CICA THERAPY 200ML;LINHA CAPILAR;2025-12-18;17,0;236,21
6;57829;149084;SIAGE SH NUTRI ROSE 250ML;LINHA CAPILAR;2025-12-18;168,0;2250,12
6;57836;153615;NIINA SCRT DES COL BLOOM 100ML;INALADORES;2025-12-18;17,0;668,36
6;57838;149068;SIAGE SH RECONSTROI OS FIOS 250ML V2;LINHA CAPILAR;2025-12-18;4,0;53,13
6;57842;149083;SIAGE POM MODELADORA MEN 90G;BANDAGEM/FITA;2025-12-18;36,0;482,17
6;57842;157201;SIAGE SH RESISTENCIA ANTIQUEDA 300ML;BANDAGEM/FITA;2025-12-18;7,0;125,6
6;57845;149077;SIAGE CD REVELA OS CACHOS 200ML;BANDAGEM/FITA;2025-12-18;10,0;132,27
6;57848;149075;SIAGE MASC CAP REGENE POS QUIMICA 250G;LINHA CAPILAR;2025-12-18;1,0;19,46
6;57849;152382;VULT PO COMP FAC FPS90 05 ESCURO 6G;MAQUIAGEM;2025-12-18;1,0;17,03
6;57849;154975;VULT ESM 5FREE AMOUR ELOGIAR 8ML;TERMICA;2025-12-18;1,0;2,53
6;57851;151100;SIAGE SH HIDRATACAO MICELAR 250ML;BANDAGEM/FITA;2025-12-18;142,0;1758,03
6;57852;156605;SIAGE MASC CAP REFIL LISO INTENSO 250G;LINHA CAPILAR;2025-12-18;2,0;31,33
6;57854;149269;VULT BALM LABIAL MORANGO 3,5G;MAQUIAGEM;2025-12-18;5,0;27,76
6;57854;155884;NIINA SCRT LIP OIL SH FLW ROSA NEG 7ML;TERMOMETROS;2025-12-18;7,0;80,45
6;57856;149084;SIAGE SH NUTRI ROSE 250ML;LINHA CAPILAR;2025-12-18;13,0;174,12
6;57856;150138;SIAGE MASC CAP MATIZ LOIRO EXPERT 250G;BANDAGEM/FITA;2025-12-18;10,0;194,57
6;57858;151472;SIAGE SH RECONSTRUCAO DOS FIOS 400ML;BANDAGEM/FITA;2025-12-18;2,0;35,48
6;57858;154239;VULT SPR CAP RECARGA DE HIDRATACAO 100ML;LINHA CAPILAR;2025-12-18;3,0;27,67
6;57858;155297;SIAGE MASC CAP PRO CRONOLOGY 250G;BANDAGEM/FITA;2025-12-18;7,0;136,2
6;57859;155623;VULT SH EXPLOSAO DE FORCA 350ML;LINHA CAPILAR;2025-12-18;18,0;115,63
6;57873;154199;PAMPERS SH GLICERINA 400ML;HIGIENE INFANTIL;2025-12-18;1,0;7,42
6;57873;154199;PAMPERS SH GLICERINA 400ML;AUTOTESTE COVID;2025-12-18;1,0;7,42
6;57876;153173;VULT BATOM LIQ MATE NANO HD ROS VINT 5ML;TERMOMETROS;2025-12-18;3,0;23,89
6;57876;153429;VULT LAPIS OLHOS AZUL RADIANTE 350G;TERMOMETROS;2025-12-18;5,0;20,2
6;57878;154203;PAMPERS SH GLICERINA 200ML;AUTOTESTE COVID;2025-12-18;9,0;49,59
6;57883;149078;SIAGE MASC CAP REVELA OS CACHOS 250G;LINHA CAPILAR;2025-12-18;106,0;2062,42
6;57885;154608;SAB LIQ VULT CPO GLICERINA CARE 200ML;PRE/POS TREINO;2025-12-18;193,0;789,14
6;57905;149045;SIAGE CD CAUTERIZACAO DOS FIOS 200ML;LINHA CAPILAR;2025-12-18;5,0;66,84
6;57910;149074;SIAGE CD REGENERACAO POS QUIMICA 200ML;BANDAGEM/FITA;2025-12-18;12,0;166,74
6;57913;158058;SAB LIQ GLICERINADO DINNOBABY 500ML;SABONETE LIQUIDO;2025-12-18;5,0;47,17
6;57942;150142;NIINA SCRT BATOM LIQ MATTE ROSA GARDE5ML;TERMOMETROS;2025-12-18;1,0;10,21
6;57943;154270;VULT PALETA SOMBRAS SOLEIL SUNSET 3G;TERMOMETROS;2025-12-18;1,0;6,81
6;57947;150142;NIINA SCRT BATOM LIQ MATTE ROSA GARDE5ML;TERMOMETROS;2025-12-18;2,0;20,42
6;57947;150150;SECRETS BASE LIQUID HID GLOW COR 45 30ML;TERMOMETROS;2025-12-18;2,0;34,04
6;57948;130839;DES AERO GB 48HRS FEM CLASSIC 150ML;DESODORANTE;2025-12-18;5,0;31,16
6;57957;155661;GEL LIMP11,5%TEN+10%GLI GL02 350ML ;CUIDADOS COM A PELE;2025-12-18;13,0;313,35
6;57964;135530;ESC D CLEAN ADT UNO PROF MACIA;ESCOVAS DENTAIS;2025-12-18;11,0;101,65
6;57966;136754;KIT GB ROLLON C/2UND CHERRY 50ML;DESODORANTE;2025-12-18;2,0;13,09
6;57968;125951;JOELHEIRA ORIF SPORT G BC0036;ANTISSEPTICO;2025-12-18;1,0;24,01
6;57978;157278;KIT GB BODY SPLASH+LOCAO+BALM BLUEBERRY;MEDIDORES DE PRESSAO;2025-12-18;54,0;935,1
6;57980;135007;SH GIOVANNA BABY GIBY 200ML;SHAMPOO;2025-12-18;73,0;440,61
6;57989;150388;SH INFANTIL DINNOBABY 210ML;CUIDADO COM O ROSTO;2025-12-18;12,0;52,46
6;57990;135021;ALCOOL GEL HIG GB CLASSIC 500ML;ORTOPEDICOS;2025-12-18;4,0;36,39
6;57994;154380;WHEY PROTEIN C/CREATINA CHOCOLATE 900G;PRE/POS TREINO;2025-12-18;4,0;181,76
6;58003;152075;DES COLONIA CIA AMOR 300ML CIA NAT;INALADORES;2025-12-18;15,0;119,87
8;137920;134641;DES ROLLON GB FEM CANDY 50ML;VITAMINAS/MINERAIS;2025-01-07;2,0;8,52
8;137927;143259;CH OCEANO SIL O T1  5214-01-M;ALGODAO;2025-01-07;1,0;4,17
8;139309;151189;LOC HID GB GOLD 200ML;CUIDADOS COM A PELE;2025-01-23;3,0;35,85
8;139315;153051;RESPIREBEM COM ESTOJO MB-7174-01*;DISPOSITIVOS;2025-01-23;1,0;17,19
8;139578;151190;DES CORP GB BODY SPLASH GOLD 260ML;CORPO;2025-01-27;5,0;73,58
8;143540;133256;SAB HUGGIES EXT SUAVE C/12 75G;SABONETES;2025-03-06;3,0;96,4
8;143550;150699;XANTCLER 400MG (10X10BL) 100COM  LAPON;BALANCA;2025-03-06;1,0;8,44
8;143581;145455;ABS INTIMUS DIA&NOITE C/AB 28UN;ABSORVENTES;2025-03-06;3,0;37,07
8;143584;143473;FRALDA BABYSEC INF ULTRA MEGA XG/30UN;FRALDAS;2025-03-06;6,0;126,22
8;143588;147257;NEBULIZADOR/INALA MOD COMPACT DC1 G-TECH;PED./MANICURE;2025-03-06;1,0;53,09
8;143588;147257;NEBULIZADOR/INALA MOD COMPACT DC1 G-TECH;TERMICA;2025-03-06;1,0;53,09
8;143596;1732;LENCO DE PAPEL ELITE 50FLS SOFTYS;PROTEINAS;2025-03-06;6,0;18,89
8;143597;139251;CH DREAMS SIL ORT T2 5315-01-M;CHUPETAS;2025-03-06;1,0;4,3
8;143601;152635;PROT DIARIO INTIMUS IND TROCA 40UN;ABSORVENTES;2025-03-06;1,0;5,82
8;143609;143464;TOALHAS UMED HUGGIES SUP CARE 48UN L4P3;PROTEINAS;2025-03-06;2,0;57,83
8;143609;143464;TOALHAS UMED HUGGIES SUP CARE 48UN L4P3;MASCULINO;2025-03-06;1,0;28,92
8;143614;145040;TOTALVITA MACA PERUANA 60CAP;VITAMINAS/MINERAIS;2025-03-06;1,0;9,24
8;143625;126921;PREND CH OCEANO M*;ESPONJAS-BANHO;2025-03-06;1,0;6,18
8;145127;136803;PROT DIARIO INTIMUS S/AB S/PF 15UND;ABSORVENTES;2025-03-19;9,0;24,33
8;145131;133248;SH HUGGIES EXTRA SUAVE 200ML;HIGIENE INFANTIL;2025-03-19;3,0;23,61
8;145131;133248;SH HUGGIES EXTRA SUAVE 200ML;AUTOTESTE COVID;2025-03-19;3,0;23,61
8;147686;145582;DES CORP GB BODY SPLASH BLUEBERRY 260ML;CORPO;2025-04-10;11,0;177,07
8;147696;132627;MAMAD BIG CLEAN 250ML SIL R 10165-01-AZ;MAMADEIRAS;2025-04-10;1,0;8,38
8;147706;140453;ASPIRADOR NASAL 2EM1 7170-01-F*;PROTETOR LABIAL;2025-04-10;1,0;5,38
8;147706;140453;ASPIRADOR NASAL 2EM1 7170-01-F*;SOLUCOES MEDICAS;2025-04-10;1,0;5,38
8;147707;133951;KIT MAM BIG CLEAN S/ALCA 10365-01-M ;MAMADEIRAS;2025-04-10;5,0;73,43
8;147707;133951;KIT MAM BIG CLEAN S/ALCA 10365-01-M ;ACESSORIOS;2025-04-10;5,0;73,43
8;147709;148461;DES CORP GB BODY SPLASH FANTASY260ML;CORPO;2025-04-10;2,0;32,19
8;147710;135341;CH ZOO SIL RED T2 5012-01-F BL;CHUPETAS;2025-04-10;7,0;26,97
8;147712;128538;ASPIRADOR NASAL 2EM1 7170-01-M*;DISPOSITIVOS;2025-04-10;1,0;5,38
8;147890;155897;REHYDRON SABOR FRAMBOESA 4SACHES 26G;SUPLEMENTOS;2025-04-11;1,0;3,79
8;148600;151107;ESC D GREEN INF PJ MASKS 3D MACIA IN114;ESCOVAS DENTAIS;2025-04-17;1,0;11,22
8;149157;145238;VITAXON C (AC ASCORB) 200MG/ML GTS 20ML;DESODORANTE;2025-04-23;1,0;1,71
8;149157;145238;VITAXON C (AC ASCORB) 200MG/ML GTS 20ML;VITAMINAS/MINERAIS;2025-04-23;1,0;1,71
8;150187;132620;MAMAD BIG CLEAN 340ML SIL R 10065-01-RS;TALCO;2025-04-29;1,0;9,81
8;150190;135375;MINI MAM CLEAN 50ML 1970-01-M BL;MAMADEIRAS;2025-04-29;6,0;23,66
8;150190;135375;MINI MAM CLEAN 50ML 1970-01-M BL;TALCO;2025-04-29;6,0;23,66
8;150194;141630;CH JOY SIL O T2 5115-01 ROSA BL;ALGODAO;2025-04-29;12,0;35,27
8;155087;140333;CH TIP BORB SIL ORT T2 4515-01-F;ALGODAO;2025-05-30;5,0;18,15
8;155108;146926;CH VIVA SIL O T2 M 4915-01-M;CHUPETAS;2025-05-30;2,0;7,41
8;155111;144869;NEBULIZADOR DE AR COMP G-TECH MOD DC2;NEBULIZADORES;2025-05-30;28,0;1813,91
8;156784;153396;COLHER DE SILICONE F 7117-01-F;LAMINAS;2025-06-11;6,0;49,5
8;156785;154227;MAMAD OCEANO 70ML ORT 2262-01-F;ACESSORIOS;2025-06-11;6,0;45,54
8;156785;154227;MAMAD OCEANO 70ML ORT 2262-01-F;TALCO;2025-06-11;6,0;45,54
8;158219;156986;FRALDA PERSONAL PROTECT PANTS JB G 24UN;FRALDAS;2025-06-20;16,0;226,66
8;161287;992442;CH MAM NIGHT 0-6M AZ CH22211;CHUPETAS;2025-07-11;3,0;41,22
8;161287;992442;CH MAM NIGHT 0-6M AZ CH22211;ALGODAO;2025-07-11;3,0;41,22
8;161293;141534;ALGODAO YORK BOLA FLUFFY 50G;ALGODAO;2025-07-11;3,0;6,88
8;174536;115;SORO FISIOLOGICO SORIMAX 0,9% 500ML;PRODUTO SEM PMC;2025-10-07;34,0;93,08
8;179700;156201;ABS INTIMUS NOTURNO SUAVE C/AB 45UN;ABSORVENTES;2025-12-17;9,0;157,79
8;179701;156408;TOALHAS UMED HUGGIES DS HIG DIARIA 120UN;MASCULINO;2025-12-17;8,0;80,87
8;179731;144660;CH 100%SILICONE OT1 6014-01 F;ALGODAO;2025-12-18;1,0;7,02
8;179786;145977;MAMAD MAM EASY START 130ML LILAS MA01212;ACESSORIOS;2025-12-19;1,0;18,64
8;179786;992428;BICO MAM ANTIVAZ FLUXO RAPIDO BI00410;CREME ASSADURAS;2025-12-19;6,0;75,39
8;179786;993774;MAMAD MAM EASY START 320ML AZ MA01711;TALCO;2025-12-19;6,0;247,11
8;179793;159798;SAB GLIC AMOR E ACONCHEGO 500MLBABY MELT;SABONETE LIQUIDO;2025-12-19;60,0;726,0
9;261306;110248;IVERMECTINA 6MG 4COM GEN NQ;PRODUTO COM PMC;2025-03-17;7,0;37,31
9;261306;110248;IVERMECTINA 6MG 4COM GEN NQ;MEL/PROPOLIS;2025-03-17;7,0;37,31
9;261307;146855;VIT NEO QUIMICA HOMEM 60COM;DESODORANTE;2025-03-17;3,0;27,67
9;261322;111848;ANLODIPINO 10MG 30COM GEN GEO;MEL/PROPOLIS;2025-03-17;1,0;3,18
9;261323;110825;CIPROFLOXACINO 500MG 14COM GEN NQ;MEL/PROPOLIS;2025-03-17;4,0;20,62
9;261339;53090;DERMOBAN (MUPIROCINA) CR 15G;PRODUTO COM PMC;2025-03-17;1,0;19,31
9;261342;83674;PROPRANOLOL 40MG 30COM GEN PHARLAB;LUBRIFICANTE;2025-03-17;15,0;31,64
9;261353;82767;DEXCLORFENIRAMINA 2MG 20COM GEN NQ;PRODUTO COM PMC;2025-03-17;2,0;6,06
9;261364;146489;CICLOBENZAPRINA 10MG 15COM GEN GLB;LUBRIFICANTE;2025-03-17;1,0;2,96
9;261371;102229;MOMETASONA 1MG/G PM 20G GEN GMD;OLEO/LOC CORPORAL;2025-03-17;2,0;17,31
9;261381;51306;LORASLIV (LORATADINA) 10MG 12COM;PRODUTO COM PMC;2025-03-17;4,0;4,75
9;261399;146624;CETOCONAZOL+BETA+NEO CR 30G GEN DELTA;CAIXA TERMICA;2025-03-17;2,0;11,11
9;261525;152538;IBUPROFENO 400MG 8CAP GEN GEO;CAIXA TERMICA;2025-03-18;3,0;14,25
9;261526;153903;BRONFENIRAMINA+FENILEF 12+15MG 12COM LP;CAIXA TERMICA;2025-03-18;2,0;20,99
9;261526;153903;BRONFENIRAMINA+FENILEF 12+15MG 12COM LP;OLEO/LOC CORPORAL;2025-03-18;2,0;20,99
9;265828;152489;ONDANSETRONA 4MG 10COM ORODISP GEN PHARL;PRODUTO COM PMC;2025-05-07;1,0;3,06
9;265848;101931;DIPIRONA SOD 500MG/ML GTS 10ML GEN GMD;LUBRIFICANTE;2025-05-07;22,0;35,83
9;265849;13030;PROPRANOLOL 40MG 40COM GEN GLB;MEL/PROPOLIS;2025-05-07;2,0;4,58
9;265850;148821;ROSUVASTATINA CALCICA 20MG 30COM GEN TOR;PRODUTO COM PMC;2025-05-07;1,0;8,22
9;265852;142006;OLEO MINERAL 100ML UNIPHAR;PRODUTO COM PMC;2025-05-07;1,0;3,81
9;265852;142006;OLEO MINERAL 100ML UNIPHAR;OLEO/LOC CORPORAL;2025-05-07;1,0;3,81
9;265859;146447;MAGMILK (HID MAG) 80MG/ML 100ML TRADICIO;PRODUTO SEM PMC;2025-05-07;7,0;27,04
9;265860;142001;GLICERINA 100ML UNIPHAR;ESCOVAS DENTAIS;2025-05-07;12,0;56,56
9;265863;3778;COMPRESSA DE GAZE EST 11F 10UN CREMER;DESCARTAVEIS;2025-05-07;300,0;385,41
9;265904;82465;AMOXICILINA 500MG 21CAP GEN NQ;LUBRIFICANTE;2025-05-07;3,0;18,87
9;265904;82465;AMOXICILINA 500MG 21CAP GEN NQ;OLEO/LOC CORPORAL;2025-05-07;3,0;18,87
9;265908;111694;DEXAMETASONA 1MG/G CR DERM 10G GEN GEO;OLEO/LOC CORPORAL;2025-05-07;2,0;4,73
9;265910;89842;CIPROFIBRATO 100MG 30COM GEN GLB;PRODUTO COM PMC;2025-05-07;269,0;2221,24
9;265911;78000;AZITROMICINA 500MG 5COM GEN GLB;PRODUTO COM PMC;2025-05-07;1,0;4,87
9;265925;148845;PREDNISONA 20MG 10COM GEN GLB;PRODUTO COM PMC;2025-05-08;6,0;13,93
9;265927;146044;ROSUVASTATINA CALCICA 10MG 30COM GEN NQ;LUBRIFICANTE;2025-05-08;4,0;21,67
9;271637;102709;ENALAPRIL 5MG 30COM GEN GMD;CAIXA TERMICA;2025-07-07;1,0;2,52
9;271637;102709;ENALAPRIL 5MG 30COM GEN GMD;OLEO/LOC CORPORAL;2025-07-07;1,0;2,52
9;271638;93521;NAPROXENO 550MG 20COM GEN NQ;MEL/PROPOLIS;2025-07-07;1,0;23,49
9;271657;103128;PANTOPRAZOL SOD 40MG 28COM GEN GMD;PRODUTO COM PMC;2025-07-07;2,0;11,97
9;271657;103128;PANTOPRAZOL SOD 40MG 28COM GEN GMD;LUBRIFICANTE;2025-07-07;2,0;11,97
9;272028;118036;AMOXICILINA 875MG 14COM GEN NVQ;PRODUTO COM PMC;2025-07-10;2,0;37,21
9;272028;118036;AMOXICILINA 875MG 14COM GEN NVQ;CAIXA TERMICA;2025-07-10;2,0;37,21
9;272032;154915;TROMETAMOL CETOROLACO 10MG 10COM GEN GMD;OLEO/LOC CORPORAL;2025-07-10;1,0;5,44
9;272036;146488;CICLOBENZAPRINA 5MG 30COM GEN GLB;PRODUTO COM PMC;2025-07-10;4,0;11,46
9;272037;148820;ROSUVASTATINA CALCICA 10MG 30COM GEN TOR;LUBRIFICANTE;2025-07-10;1,0;5,04
9;272037;148820;ROSUVASTATINA CALCICA 10MG 30COM GEN TOR;CAIXA TERMICA;2025-07-10;1,0;5,04
9;272037;148820;ROSUVASTATINA CALCICA 10MG 30COM GEN TOR;OLEO/LOC CORPORAL;2025-07-10;1,0;5,04
9;272039;148819;ESCITALOPRAM 10MG 30COM (C1) GEN TORRENT;PRODUTO COM PMC;2025-07-10;8,0;32,39
9;272039;148819;ESCITALOPRAM 10MG 30COM (C1) GEN TORRENT;MEL/PROPOLIS;2025-07-10;8,0;32,39
9;272106;23124;DIPIRONA SOD 50MG/ML 100ML GEN MDY;PRODUTO COM PMC;2025-07-11;35,0;262,4
9;280165;42811;ATADURA CREP 15CMX1,8M 1UN SANFARMA;MASCULINO;2025-10-06;122,0;248,29
9;280174;110183;CEFALEXINA SUSP 50MG/ML 100ML GEN NQ;CAIXA TERMICA;2025-10-06;4,0;38,16
9;280178;154574;DORALGINA (DIP+ISOMET+CAF) (25X4) 100COM;PRODUTO COM PMC;2025-10-06;7,0;263,93
9;280207;143149;EZETIMIBA 10MG 30COM GEN NQ;CAIXA TERMICA;2025-10-06;3,0;50,53
9;280320;117200;PREDNISONA 20MG 10COM GEN NVQ;PRODUTO COM PMC;2025-10-06;34,0;108,36
9;280322;110248;IVERMECTINA 6MG 4COM GEN NQ;PRODUTO COM PMC;2025-10-06;1,0;2,65
9;280322;110248;IVERMECTINA 6MG 4COM GEN NQ;CAIXA TERMICA;2025-10-06;1,0;2,65
9;280324;110248;IVERMECTINA 6MG 4COM GEN NQ;OLEO/LOC CORPORAL;2025-10-06;6,0;15,91
9;280325;102024;DOMPERIDONA 10MG 60COM GEN GMD;CAIXA TERMICA;2025-10-06;3,0;17,99
9;280414;142216;BETAISTINA 16MG 30COM GEN GEO;CAIXA TERMICA;2025-10-07;60,0;458,56
9;280414;142216;BETAISTINA 16MG 30COM GEN GEO;MEL/PROPOLIS;2025-10-07;60,0;458,56
9;281710;25720;DIPIRONA SOD 500MG 30COM GEN MDY;PRODUTO COM PMC;2025-10-16;2,0;17,69
9;292671;109681;HELIODERM SUNCARE FPS30 C&R 200G;BRONZEADOR / PROTETOR;2025-12-18;10,0;129,28
9;292705;400;ATADURA CREP 30CMX1,8M CYSNE 1UN CREMER;DESCARTAVEIS;2025-12-18;372,0;1706,35
9;292705;400;ATADURA CREP 30CMX1,8M CYSNE 1UN CREMER;PROTEINAS;2025-12-18;124,0;568,78
9;292705;400;ATADURA CREP 30CMX1,8M CYSNE 1UN CREMER;MASCULINO;2025-12-18;62,0;284,39
9;292711;103179;PIROXICAM 20MG 15CAP GEN GMD;PRODUTO COM PMC;2025-12-18;1,0;5,23
9;292711;103179;PIROXICAM 20MG 15CAP GEN GMD;CAIXA TERMICA;2025-12-18;1,0;5,23
9;292711;103179;PIROXICAM 20MG 15CAP GEN GMD;OLEO/LOC CORPORAL;2025-12-18;1,0;5,23
9;292711;148626;RIVAROXABANA 10MG 30COM GEN NQ;PRODUTO COM PMC;2025-12-18;9,0;58,08
9;292712;155460;FEXOFENADINA 180MG 10COM GEN MDY;OLEO/LOC CORPORAL;2025-12-18;2,0;36,01
9;292936;144619;LEVOCETIRIZINA 5MG 10COM GEN NQ;LUBRIFICANTE;2025-12-19;1,0;9,57
9;292936;144619;LEVOCETIRIZINA 5MG 10COM GEN NQ;OLEO/LOC CORPORAL;2025-12-19;1,0;9,57
9;292939;150818;RESFEGRIPE (PARAC+CLORFE+FENIL) 20X10CAP;PRODUTO COM PMC;2025-12-19;2,0;81,93
9;292950;156235;BISOPROLOL 10MG 30COM GEN NQ;CAIXA TERMICA;2025-12-19;1,0;23,96
9;292975;151780;KIT GB BODY SPLASH+2 SAB 90G CLASSIC  ;AUTOTESTE COVID;2025-12-19;24,0;591,62
9;292975;151780;KIT GB BODY SPLASH+2 SAB 90G CLASSIC  ;MEDIDORES DE PRESSAO;2025-12-19;24,0;591,62
9;292977;23116;DIPIRONA SOD GTS 20ML GEN MDY;LUBRIFICANTE;2025-12-19;48,0;76,77
9;292977;23116;DIPIRONA SOD GTS 20ML GEN MDY;OLEO/LOC CORPORAL;2025-12-19;48,0;76,77
2;419046;94072;TESTE GRAVIDEZ VERIFIK TIRA C/1UND;FEMININO;2025-01-13;78,0;90,6
2;419051;57207;OMEPRAZOL 20MG 28CAP POTE GEN TB;PRODUTO COM PMC;2025-01-13;2,0;4,62
2;419053;132244;PRESERV BLOWTEX TWIST C/6UND;DESCARTAVEIS;2025-01-13;30,0;164,56
2;419053;152343;ENALAPRIL 20MG 30COM GEN BELFAR;CAIXA TERMICA;2025-01-13;60,0;130,75
