CODFILIAL;NUMERO_NOTA;CODPROD;NOME_PRODUTO;CATEGORIA;DTMOV_SAIDA;QTD_SAIDA;VLR_SAIDA
2;500836;149674;GEL INTIMO RILEX SILIC RESIST AGUA 50G;PRODUTO COM PMC;2025-12-19;1,0;17,62
2;500836;149674;GEL INTIMO RILEX SILIC RESIST AGUA 50G;CAIXA TERMICA;2025-12-19;1,0;17,62
2;500837;57452;DEXCLORFENIRAMINA XPE 120ML GEN GEO;MEL/PROPOLIS;2025-12-19;1,0;4,84
2;500846;49131;ANLODIPINO 5MG 30COM GEN SDZ;PRODUTO COM PMC;2025-12-19;16,0;38,05
2;500846;49131;ANLODIPINO 5MG 30COM GEN SDZ;LUBRIFICANTE;2025-12-19;16,0;38,05
2;500849;147935;DEXCLORFENIRAMINA CR 30G GEN EMS;CAIXA TERMICA;2025-12-19;8,0;50,17
2;500859;12475;ANEMIPLUS (SULFATO FERROSO) 50COM;SUPLEMENTOS;2025-12-19;4,0;16,92
2;500859;49212;CEFADROXILA 500MG 8CAP GEN SDZ;CAIXA TERMICA;2025-12-19;4,0;46,97
2;500859;67431;VARFARINA SOD 5MG 30COM GEN TB;PRODUTO COM PMC;2025-12-19;8,0;30,49
2;500859;78115;EXPECTAMIN (DEXCL+PSEU+GUAIF) XPE 120ML;PRODUTO COM PMC;2025-12-19;8,0;106,19
2;500859;154988;LACTULOSE 667MG/ML 120ML AMEIXA;CORPO;2025-12-19;13,0;56,59
2;500861;148028;ESPIRONOLACTONA 50MG 30COM GEN ENS;PRODUTO COM PMC;2025-12-19;4,0;53,5
2;500866;142653;RISPERIDONA 1MG/ML 30ML (C1 ) GEN PRATI;PRODUTO COM PMC;2025-12-19;3,0;65,63
2;500867;153672;DIPIRONA SOD 1G 20COM GEN NQ;LUBRIFICANTE;2025-12-19;60,0;587,41
2;500869;157378;ANLODIPINO 10MG 30COM GEN PRATI*;OLEO/LOC CORPORAL;2025-12-19;6,0;17,28
2;500873;142487;LORATADINA XPE 100ML GEN PRATI;MEL/PROPOLIS;2025-12-19;42,0;188,86
2;500874;139394;TADALAFILA 20MG 2COM GEN NQ;MEL/PROPOLIS;2025-12-19;1,0;1,91
2;500875;81990;LOSARTANA 50MG 30COM GEN NQ;MEL/PROPOLIS;2025-12-19;290,0;527,04
2;500875;81990;LOSARTANA 50MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-12-19;290,0;527,04
2;500877;159288;OLMESARTANA MEDOXOMIL 40MG 30COM GEN EMS;MEL/PROPOLIS;2025-12-19;6,0;105,85
2;500899;143314;CETOCONAZOL CR 20MG/G 30G GEN TB;LUBRIFICANTE;2025-12-19;1,0;3,6
2;500903;149923;RIVAROXABANA 15MG 30COM GEN GMD;CAIXA TERMICA;2025-12-19;1,0;12,81
2;500917;142216;BETAISTINA 16MG 30COM GEN GEO;LUBRIFICANTE;2025-12-19;7,0;53,62
2;500917;142216;BETAISTINA 16MG 30COM GEN GEO;OLEO/LOC CORPORAL;2025-12-19;7,0;53,62
2;500945;139769;NISTATINA CR VAG 60G 14APL GEN NQ;OLEO/LOC CORPORAL;2025-12-19;53,0;492,95
2;500946;140489;FUROSEMIDA 40MG 30COM GEN NQ;CAIXA TERMICA;2025-12-19;4,0;12,32
2;500946;140489;FUROSEMIDA 40MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-12-19;4,0;12,32
2;500949;116629;ACICLOVIR CR 50MG 10G GEN TB;CAIXA TERMICA;2025-12-19;2,0;5,61
2;500949;147761;BROMETO DE IPRATROPIO 20ML GEN EMS;MEL/PROPOLIS;2025-12-19;1,0;2,92
2;500949;155140;PREDNISOLONA 3MG/ML SOL ORAL 120ML;OLEO/LOC CORPORAL;2025-12-19;9,0;92,23
2;500950;157881;NEOSORO H FLUID  3% SOL NASAL SPRAY 60ML;PRODUTO COM PMC;2025-12-19;3,0;31,87
2;500951;139883;AZITROMICINA SUSP 900MG 22,5ML GEN PHARL;LUBRIFICANTE;2025-12-19;52,0;662,21
2;500954;136617;FRALDA HIPOPO ECON PACOTE XG 44UND;FRALDAS;2025-12-19;41,0;823,55
2;500957;156112;FRALDA HIPOPO BABY HIPER XG 50UND;FRALDAS;2025-12-19;8,0;221,63
5;534366;140585;CARBAMAZEPINA 400MG 30COM (C1) GEN TB;MEL/PROPOLIS;2025-07-16;20,0;174,24
5;534367;143784;DEXCLORFENIRAMINA XPE 100ML GEN PRAT;MEL/PROPOLIS;2025-07-16;120,0;434,87
5;534368;145460;ZOLPIDEM 10MG 30COM (B1) GEN TB;LUBRIFICANTE;2025-07-16;1,0;2,37
5;534368;145460;ZOLPIDEM 10MG 30COM (B1) GEN TB;CAIXA TERMICA;2025-07-16;1,0;2,37
5;534370;142701;AMOX+CLAV POT 400+57MG 70ML GEN PRATI;CAIXA TERMICA;2025-07-16;95,0;1067,91
5;534370;142701;AMOX+CLAV POT 400+57MG 70ML GEN PRATI;MEL/PROPOLIS;2025-07-16;95,0;1067,91
5;534371;57622;LOSARTANA+HIDRO 100+25MG 30COM GEN LEG;CAIXA TERMICA;2025-07-16;3,0;40,89
5;534371;57622;LOSARTANA+HIDRO 100+25MG 30COM GEN LEG;MEL/PROPOLIS;2025-07-16;3,0;40,89
5;534371;82465;AMOXICILINA 500MG 21CAP GEN NQ;MEL/PROPOLIS;2025-07-16;1,0;5,75
5;534371;122971;PRESERV RILEX MENTA C/3UND;MASCULINO;2025-07-16;1,0;1,42
5;534371;122998;PRESERV RILEX MELANCIA C/3UND;DESCARTAVEIS;2025-07-16;6,0;7,62
5;534371;122998;PRESERV RILEX MELANCIA C/3UND;PROTEINAS;2025-07-16;2,0;2,54
5;534371;141407;CICLOBENZAPRINA 10MG 30COM GEN GEO;MEL/PROPOLIS;2025-07-16;1,0;4,74
5;534371;146593;GLIMEPIRIDA 2MG 30COM GEN PRATI;OLEO/LOC CORPORAL;2025-07-16;6,0;27,17
5;534371;147956;FENTICONAZOL 0,02G CR VAG 7APLIC 40G GEN;MEL/PROPOLIS;2025-07-16;1,0;13,99
5;534371;147956;FENTICONAZOL 0,02G CR VAG 7APLIC 40G GEN;OLEO/LOC CORPORAL;2025-07-16;1,0;13,99
5;534371;148431;LOSARTANA+HIDRO 100+25MG 60COM GEN PRATI;CAIXA TERMICA;2025-07-16;3,0;41,2
5;534371;150433;PRESERV BLOWTEX SKYN ORIGINAL L8P6;DESCARTAVEIS;2025-07-16;12,0;138,98
5;534371;150433;PRESERV BLOWTEX SKYN ORIGINAL L8P6;PROTEINAS;2025-07-16;4,0;46,33
5;534384;21652;PASTA DAGUA BG AL 80G;CUIDADOS COM A PELE;2025-07-16;1,0;5,12
5;534384;83887;MOMETASONA CR DERM 1MG/G 20G GEN NQ;LUBRIFICANTE;2025-07-16;38,0;326,37
5;534384;83887;MOMETASONA CR DERM 1MG/G 20G GEN NQ;CAIXA TERMICA;2025-07-16;38,0;326,37
5;534384;85723;LEVONORGESTREL 1,5MG 1COM GEN NQ;CAIXA TERMICA;2025-07-16;12,0;61,25
5;534384;85723;LEVONORGESTREL 1,5MG 1COM GEN NQ;OLEO/LOC CORPORAL;2025-07-16;12,0;61,25
5;534384;101699;CLOTRIMAZOL 10MG CR VAG 6APL 35G GEN GMD;OLEO/LOC CORPORAL;2025-07-16;11,0;106,39
5;534384;136622;FRALDA GER CONF MASTER REG M8UND;FRALDAS;2025-07-16;23,0;215,93
5;534384;144976;ESPARADRAPO BRANCO 5CMX4,5M SALVELOX ;PROTEINAS;2025-07-16;24,0;81,88
5;534384;152619;FRALDA HUGG NATCARE JUMBO RN 18UN;FRALDAS;2025-07-16;7,0;110,5
5;534384;153265;SERTRALINA 100MG 30COM (C1) GEN ZYDUS;LUBRIFICANTE;2025-07-16;12,0;103,68
5;534384;153265;SERTRALINA 100MG 30COM (C1) GEN ZYDUS;OLEO/LOC CORPORAL;2025-07-16;12,0;103,68
5;534384;153728;LEVANLODIPINO 5MG 30COM GEN NQ;OLEO/LOC CORPORAL;2025-07-16;1,0;25,57
5;534386;136050;MAMAD DREAMS 250ML SIL ORT 3062-01-F  BL;TALCO;2025-07-16;2,0;26,29
5;534388;21474;DOXICICLINA 100MG 15COM GEN SDZ;LUBRIFICANTE;2025-07-16;1,0;13,78
5;534388;79421;CETOPROFENO 150MG 10COM LP GEN NQ;PRODUTO COM PMC;2025-07-16;1,0;4,56
5;534388;140807;ROSUVASTATINA CALCICA 20MG 30COM GEN NVQ;LUBRIFICANTE;2025-07-16;1,0;7,68
5;534388;144742;GLICLAZIDA 60MG 30COM LP GEN LEG;CAIXA TERMICA;2025-07-16;1,0;17,46
5;534389;101320;HIDROXIZINA 2MG/ML 120ML GEN GMD;MEL/PROPOLIS;2025-07-16;2,0;14,61
5;534389;101320;HIDROXIZINA 2MG/ML 120ML GEN GMD;OLEO/LOC CORPORAL;2025-07-16;2,0;14,61
5;534389;148470;DICLOFENACO POT 50MG 20COM GEN GEO;CAIXA TERMICA;2025-07-16;3,0;4,45
5;534389;148470;DICLOFENACO POT 50MG 20COM GEN GEO;MEL/PROPOLIS;2025-07-16;3,0;4,45
5;534390;60364;FINASTERIDA 5MG 30COM GEN LEG;PRODUTO COM PMC;2025-07-16;2,0;26,54
5;534390;102075;ESPIRONOLACTONA 100MG 30COM GEN GMD;PRODUTO COM PMC;2025-07-16;4,0;95,39
5;534390;141755;LATANOPROSTA+TIMOLOL S OFT 2,5ML GEN GEO;CAIXA TERMICA;2025-07-16;2,0;52,78
5;534390;143944;RISPERIDONA 3MG 30COM (C1) GEN PRATI;CAIXA TERMICA;2025-07-16;4,0;28,05
5;534390;146445;HIDROXIDO DE ALUMINIO 60MG 100ML AIRELA;PRODUTO SEM PMC;2025-07-16;2,0;7,96
5;534390;147940;ENALAPRIL 5MG 30COM GEN EMS;CAIXA TERMICA;2025-07-16;3,0;7,39
5;534390;147961;ORLISTATE 120MG 42CAP GEN EMS;PRODUTO COM PMC;2025-07-16;1,0;49,42
5;534390;147961;ORLISTATE 120MG 42CAP GEN EMS;MEL/PROPOLIS;2025-07-16;1,0;49,42
5;534390;148072;PENTOXIFILINA 400MG 20COM GEN EMS;LUBRIFICANTE;2025-07-16;1,0;28,97
5;534390;148815;BISOPROLOL 5MG 30COM GEN TORRENT;PRODUTO COM PMC;2025-07-16;1,0;16,75
5;534390;148815;BISOPROLOL 5MG 30COM GEN TORRENT;OLEO/LOC CORPORAL;2025-07-16;1,0;16,75
5;534390;148840;VENLAFAXINA 37,5MG 30CAP (C1) GEN TORREN;LUBRIFICANTE;2025-07-16;1,0;4,74
5;534390;153383;OLMESARTANA+HCT 20MG+12,5MG 30COM GEN GM;OLEO/LOC CORPORAL;2025-07-16;1,0;13,21
5;534390;153866;OLMESARTANA+ANLO 40MG+5MG 30COM GEN EMS;PRODUTO COM PMC;2025-07-16;6,0;161,53
5;534390;153866;OLMESARTANA+ANLO 40MG+5MG 30COM GEN EMS;CAIXA TERMICA;2025-07-16;6,0;161,53
5;534390;154202;PAMPERS LOC HID CORPO GIRASSOL 200ML;MEDIDORES DE PRESSAO;2025-07-16;1,0;8,94
5;534390;155142;PREDNISONA 5MG 20COM GEN PRATI;PRODUTO COM PMC;2025-07-16;3,0;4,94
5;534390;155142;PREDNISONA 5MG 20COM GEN PRATI;LUBRIFICANTE;2025-07-16;3,0;4,94
5;534390;155142;PREDNISONA 5MG 20COM GEN PRATI;CAIXA TERMICA;2025-07-16;3,0;4,94
5;534390;156155;BISOPROLOL 2,5MG 30COM GEN PHARLAB;CAIXA TERMICA;2025-07-16;3,0;37,09
5;534391;141810;PAROXETINA 20MG 30COM (C1) GEN TB;CAIXA TERMICA;2025-07-16;19,0;75,52
5;534405;63258;ATENOLOL+CLORTAL 50+12,5MG 30COM GEN LEG;OLEO/LOC CORPORAL;2025-07-16;7,0;26,63
5;534405;153699;ETORICOXIBE 90MG 7COM (C1) GEN NQ;PRODUTO COM PMC;2025-07-16;10,0;164,73
5;534406;39861;SULFERBEL (SULFATO FERROSO) XPE 100ML;PRODUTO COM PMC;2025-07-16;1,0;3,44
5;534406;82660;CLOBETASOL PM 0,5MG/G 30G GEN NQ;PRODUTO COM PMC;2025-07-16;2,0;8,95
5;534406;82660;CLOBETASOL PM 0,5MG/G 30G GEN NQ;CAIXA TERMICA;2025-07-16;2,0;8,95
5;534406;82660;CLOBETASOL PM 0,5MG/G 30G GEN NQ;OLEO/LOC CORPORAL;2025-07-16;2,0;8,95
5;534406;138898;TRAVOPROSTA SOL OFT 0,04MG 2,5ML GEN GEO;CAIXA TERMICA;2025-07-16;1,0;10,62
5;534406;140453;ASPIRADOR NASAL 2EM1 7170-01-F*;PROTETOR LABIAL;2025-07-16;1,0;5,91
5;534406;145117;CICLOBENZAPRINA 5MG 30COM GEN PRATI;CAIXA TERMICA;2025-07-16;1,0;3,62
5;534406;148817;BISOPROLOL 10MG 30COM GEN TORRENT;LUBRIFICANTE;2025-07-16;3,0;46,0
5;534406;148817;BISOPROLOL 10MG 30COM GEN TORRENT;CAIXA TERMICA;2025-07-16;3,0;46,0
5;534406;153188;COMPRESSA DE GAZE EST 11FIOS SANC C/10UN;PROTEINAS;2025-07-16;4,0;1,66
5;536336;154315;DESVENLAFAXINA 100MG 28COM LP(C1) GEN TB;PRODUTO COM PMC;2025-07-23;7,0;118,54
5;536349;13099;SECNIMAX (SECNIDAZOL) 1000MG 4COM;PRODUTO COM PMC;2025-07-23;8,0;27,31
5;536349;54712;CEFALEXINA 500MG 8COM GEN TEUTO;CAIXA TERMICA;2025-07-23;4,0;14,78
5;536349;55379;CETOCONAZOL 200MG 10COM GEN TB;MEL/PROPOLIS;2025-07-23;2,0;6,28
5;536349;140899;SECNIDAZOL 1000MG 2COM GEN GLB;PRODUTO COM PMC;2025-07-23;6,0;10,45
5;536349;141396;BETAMETASONA CR 1MG/G 30G GEN PHARLAB;OLEO/LOC CORPORAL;2025-07-23;5,0;34,34
5;536349;147692;TRIANCINOLONA 1MG 10G PM GEN EMS;LUBRIFICANTE;2025-07-23;2,0;5,74
5;536349;147708;ALGESTONA+ESTRADIOL 150+10MG INJ 1ML EMS;CAIXA TERMICA;2025-07-23;7,0;54,97
5;536349;148847;FLUCONAZOL 150MG 1CAP GEN VITAMEDIC;MEL/PROPOLIS;2025-07-23;1,0;0,81
5;536349;153275;PMPCK SIAGE SH/MC CICA THERAP 250ML/250G;LINHA CAPILAR;2025-07-23;1,0;35,07
5;536349;155673;ESCITALOPRAM 10MG 30COM (C1) GEN PRATI;MEL/PROPOLIS;2025-07-23;5,0;25,2
5;536349;156063;SOLUCAO ANTISSEPTICA SPR COCARE 45ML MCG;ANTISSEPTICO;2025-07-23;5,0;19,85
5;541992;142533;METFORMINA 850MG 30COM GEN PRATI;CAIXA TERMICA;2025-08-14;712,0;1827,88
5;541992;142533;METFORMINA 850MG 30COM GEN PRATI;MEL/PROPOLIS;2025-08-14;712,0;1827,88
5;548383;142486;OXICONAZOL GTS 10MG/ML SOL TOP 20ML PRAT;PRODUTO COM PMC;2025-09-08;2,0;25,75
5;548434;142553;AMOXICILINA SUSP 50MG/ML 60ML GEN PRATI;LUBRIFICANTE;2025-09-08;750,0;4123,43
5;548434;142553;AMOXICILINA SUSP 50MG/ML 60ML GEN PRATI;CAIXA TERMICA;2025-09-08;750,0;4123,43
5;548435;144892;CLOPIDOGREL 75MG 28COM GEN NOV SDZ;LUBRIFICANTE;2025-09-08;4,0;45,12
5;548438;142524;METRO+NIST+BENZ CR VAG 40G C/APL GEN PRA;OLEO/LOC CORPORAL;2025-09-08;35,0;307,14
5;548687;55115;METOCLOPRAMIDA 4MG/ML 10ML GEN TEUTO;OLEO/LOC CORPORAL;2025-09-09;1,0;1,54
5;548687;55735;TIMOLOL SOL OFT 5MG/ML 5ML GEN TB;MEL/PROPOLIS;2025-09-09;1,0;2,03
5;548687;60593;PREDNISONA 20MG 10COM GEN LEG;PRODUTO COM PMC;2025-09-09;2,0;6,84
5;548687;62332;TADALAFILA 20MG 4COM GEN GEO;MEL/PROPOLIS;2025-09-09;1,0;2,37
5;548687;69426;LOSARTANA 50MG 30COM GEN LEG;CAIXA TERMICA;2025-09-09;1,0;1,64
5;548687;69434;LOSARTANA 100MG 30COM GEN LEG;CAIXA TERMICA;2025-09-09;1,0;17,51
5;548687;98604;ESOMEPRAZOL MAGNESICO 20MG 28COM GEN LEG;PRODUTO COM PMC;2025-09-09;1,0;18,5
5;548687;98604;ESOMEPRAZOL MAGNESICO 20MG 28COM GEN LEG;MEL/PROPOLIS;2025-09-09;1,0;18,5
5;548687;101575;DORZOLAMIDA SOL OFT 5ML GEN GMD;LUBRIFICANTE;2025-09-09;1,0;32,94
5;548687;128949;VASELINA HID GELEIA VASEMAX 25G;OLEO/LOC CORPORAL;2025-09-09;1,0;2,8
5;548687;139534;HIDROXIZINA 25MG 30COM GEN NVQ;LUBRIFICANTE;2025-09-09;1,0;19,89
5;548687;139534;HIDROXIZINA 25MG 30COM GEN NVQ;CAIXA TERMICA;2025-09-09;1,0;19,89
5;548687;140785;DROSPIRENONA+ETINIL 3MG+0,02MG 24COM NVQ;MEL/PROPOLIS;2025-09-09;1,0;8,33
5;548728;94137;DEXAMETASONA 4MG 10COM GEN TB;CAIXA TERMICA;2025-09-09;299,0;567,38
5;548732;153190;ALBENDAZOL 40MG/ML 10ML GEN GEO;PRODUTO COM PMC;2025-09-09;336,0;473,82
5;548736;155549;PARACETAMOL 500MG 20CAP GEN PRATI;LUBRIFICANTE;2025-09-09;75,0;260,83
5;548765;142445;NEOMICINA+BACITRACINA PM 15G GEN PRATI;PRODUTO COM PMC;2025-09-09;134,0;267,31
5;548765;142445;NEOMICINA+BACITRACINA PM 15G GEN PRATI;OLEO/LOC CORPORAL;2025-09-09;134,0;267,31
5;548768;143577;DIPIRONA SOD 500MG 30COM GEN PRATI;MEL/PROPOLIS;2025-09-09;32,0;172,32
5;548783;141514;LUFBEM (SIMETICONA) 75MG/ML GTS 15ML;PRODUTO SEM PMC;2025-09-09;48,0;101,01
5;548784;85707;SILDENAFILA 50MG 4COM GEN NQ;CAIXA TERMICA;2025-09-09;456,0;601,92
5;555733;142654;VALPROATO SOD XPE 50MG 100ML (C1) GEN PR;MEL/PROPOLIS;2025-10-07;9,0;59,11
5;555735;142566;FLUCONAZOL 150MG 2CAP GEN PRATI;MEL/PROPOLIS;2025-10-07;1,0;1,53
5;555737;146930;BUPROPIONA 150MG 60COM (C1) GEN PRATI;LUBRIFICANTE;2025-10-07;1,0;20,83
5;555737;146930;BUPROPIONA 150MG 60COM (C1) GEN PRATI;MEL/PROPOLIS;2025-10-07;1,0;20,83
5;555738;139213;OLMESARTANA+HCT 40MG+25MG 30COM GEN NQ;CAIXA TERMICA;2025-10-07;2,0;24,31
5;555740;81698;MELOXICAM 15MG 10COM GEN TB;CAIXA TERMICA;2025-10-07;3,0;6,84
5;564249;141240;SULFA+TRIM 200MG/5ML+40MG/5ML 100ML GEN ;CAIXA TERMICA;2025-11-10;26,0;108,49
5;564291;81701;NIMESULIDA 50MG/ML GTS 15ML GEN TEUTO;CAIXA TERMICA;2025-11-10;8,0;10,98
5;564291;81701;NIMESULIDA 50MG/ML GTS 15ML GEN TEUTO;OLEO/LOC CORPORAL;2025-11-10;8,0;10,98
5;564484;18244;TOBRAMICINA 3MG/ML SOL OFT 5ML GEN GEO;PRODUTO COM PMC;2025-11-11;588,0;2621,99
5;564484;18244;TOBRAMICINA 3MG/ML SOL OFT 5ML GEN GEO;MEL/PROPOLIS;2025-11-11;588,0;2621,99
5;564487;112453;TANSULOSINA 0,4MG 20CAP GEN GEO;CAIXA TERMICA;2025-11-11;26,0;539,97
5;564541;148835;OLMESARTANA MEDOXOMIL 20MG 30COM GEN TOR;CAIXA TERMICA;2025-11-11;184,0;1806,65
5;564542;148479;TOTALVITA C+ARGININA 10COM EFERV;DESODORANTE;2025-11-11;149,0;748,73
5;564542;148479;TOTALVITA C+ARGININA 10COM EFERV;VITAMINAS/MINERAIS;2025-11-11;149,0;748,73
5;564569;82830;HIDROCLOROTIAZIDA 25MG 30COM GEN NQ;MEL/PROPOLIS;2025-11-11;322,0;308,86
5;564586;93270;SINVASTATINA 20MG 30COM GEN SDZ;PRODUTO COM PMC;2025-11-11;265,0;542,07
5;564586;93270;SINVASTATINA 20MG 30COM GEN SDZ;CAIXA TERMICA;2025-11-11;265,0;542,07
5;564853;57096;ALBEL (ALBENDAZOL) 40MG/ML 10ML;PRODUTO COM PMC;2025-11-12;603,0;843,74
5;564866;20168;NEO MISTATIN (NISTATINA) CR VAG 60G;PRODUTO COM PMC;2025-11-12;4,0;31,15
5;564908;80950;NITROFEN (NITROFURANTOINA) 100MG 28CAP;PRODUTO COM PMC;2025-11-12;62,0;274,63
5;564929;85693;SILDENAFILA 50MG 2COM GEN NQ;OLEO/LOC CORPORAL;2025-11-12;77,0;66,4
5;564930;70505;AMPICILINA 500MG 10CAP GEN NVQ;PRODUTO COM PMC;2025-11-12;50,0;254,35
5;565180;78247;SILDENAFILA 50MG 2COM GEN SDZ;MEL/PROPOLIS;2025-11-13;35,0;63,9
5;565188;148258;ROSUVASTATINA CALCICA 20MG 30COM GEN GEO;MEL/PROPOLIS;2025-11-13;113,0;1102,21
5;574045;54291;MICONAZOL CR VAG 20MG 80G 14APL GEN GEO;LUBRIFICANTE;2025-12-18;1,0;10,21
5;574045;138898;TRAVOPROSTA SOL OFT 0,04MG 2,5ML GEN GEO;LUBRIFICANTE;2025-12-18;3,0;31,65
5;574045;144297;LONGIVIT (POLIVIT E MINERAIS) 30COM MAST;VITAMINAS/MINERAIS;2025-12-18;2,0;15,02
5;574045;147754;BETAMETASONA ELIXIR 0,5MG/5ML 120ML EMS;MEL/PROPOLIS;2025-12-18;3,0;11,99
5;574045;148624;LACTULIV (LACTULOSE) 667MG 120ML S/SABOR;OLEO CAPILAR;2025-12-18;1,0;7,16
5;574114;141263;LEVOFLOXACINO 500MG 10COM GEN TB;CAIXA TERMICA;2025-12-18;1,0;8,2
5;574114;141946;QUETIAPINA 25MG 30COM (C1) GEN TB;PRODUTO COM PMC;2025-12-18;2,0;5,62
5;574114;143359;CLOPIDOGREL 75MG 56COM GEN SDZ;PRODUTO COM PMC;2025-12-18;7,0;140,52
5;574114;143359;CLOPIDOGREL 75MG 56COM GEN SDZ;CAIXA TERMICA;2025-12-18;7,0;140,52
5;574114;143359;CLOPIDOGREL 75MG 56COM GEN SDZ;MEL/PROPOLIS;2025-12-18;7,0;140,52
5;574114;146614;GLIMEPIRIDA 1MG 30COM GEN PRATI;MEL/PROPOLIS;2025-12-18;5,0;19,65
5;574115;60194;TROMETAMOL CETOROLACO 10MG 10COM GEN LEG;CAIXA TERMICA;2025-12-18;1,0;4,94
3;773968;148467;GLADE DIFUSOR DE AMBIENTE LAVANDA 100ML;LIQUIDO;2025-03-08;2,0;24,26
3;774122;146122;REMOVEDOR ESMALTE ALYNE S/ACET UVA 500ML;REMOVEDOR ESMALTE;2025-03-10;3,0;45,8
3;774123;128999;COL T XUXINHA BARUEL 120ML;HIGIENE INFANTIL;2025-03-10;14,0;143,05
3;774127;992428;BICO MAM ANTIVAZ FLUXO RAPIDO BI00410;BICO;2025-03-10;2,0;25,28
3;774129;151992;DEO COL ALYNE CONEX PARIS JARDINS V250ML;INALADORES;2025-03-10;1,0;9,75
3;774130;136524;TENYS PE BARUEL JATO SECO SPORT EDIT 92G;ANTISSEPTICO;2025-03-10;9,0;103,96
3;774140;143773;FRALDA BABYSEC PREMIUM JUMBINHO XG 12UN;FRALDAS;2025-03-10;25,0;351,81
3;774143;147062;FRALDA HIPOPO SHORT JUMBO XG 24UND;FRALDAS;2025-03-10;28,0;687,17
3;774148;156796;MASC AMEND MILLENAR OLEOS GREGOS 300G;LINHA CAPILAR;2025-03-10;1,0;35,28
3;774151;141025;LEITE COLONIA ORIGINAL 200ML;CUIDADOS COM A PELE;2025-03-10;3,0;13,51
3;774153;140409;WHEY 100% PURE BAUNILHA POTE 900G;PRE/POS TREINO;2025-03-10;4,0;365,46
3;774352;140990;C&B PROT SOL FPS30 200ML;BRONZEADOR / PROTETOR;2025-03-11;4,0;88,37
3;774352;148004;SAB LIQ MONANGE FRUTAS VERMELHAS 240ML;SABONETES;2025-03-11;90,0;405,29
3;774356;151719;SAND HAV SLIM PRINCESAS ARGILA 37/38;ALPARGATAS;2025-03-11;2,0;43,34
3;774359;133255;COLONIA HUGGIES EXT SUAVE 100ML;HIGIENE INFANTIL;2025-03-11;11,0;101,62
3;774359;135379;KIT MAM TIP C/3UN RED 3470-00 AZUL SQ;MAMADEIRAS;2025-03-11;48,0;782,58
3;774366;67300;BOLSA TERMICA GEL PEQUENA B060130-P50;ANTISSEPTICO;2025-03-11;3,0;15,67
3;774366;135393;CH TIP SIL RED T2 4012-01-F;CHUPETAS;2025-03-11;3,0;10,33
3;774366;135393;CH TIP SIL RED T2 4012-01-F;ALGODAO;2025-03-11;3,0;10,33
3;774374;9202;TIRA LEITE MATERNO AMARELO BC0500;TIRA LEITE;2025-03-11;1,0;17,72
3;774374;153309;SH ALYNE 1L NEUTRO;BANDAGEM/FITA;2025-03-11;6,0;58,3
3;774374;155539;SAB SIENE BABOSA 85G;SABONETE SOLIDO;2025-03-11;7,0;6,96
3;774382;155018;KIT LAVD'S NUIT 250ML+SABLIQ ALFAZ 250ML;AGUA DE COLONIA;2025-03-11;12,0;270,65
3;774384;153344;W100 MORANGO 900G NUTRATA;PRE/POS TREINO;2025-03-11;1,0;71,76
3;774385;146683;ESC D CONDOR JR BARBIE L2P1 8260-0;TIRAS REAGENTES;2025-03-11;8,0;58,87
3;774385;156739;PARFUM MASCULINO 521 VIP BLACK 15ML AMAK;MEDIDORES DE GLICEMIA;2025-03-11;3,0;43,45
3;774387;154873;BOZZANO CD ANTIQUEDA CAFEINA 3X1 200ML;LINHA CAPILAR;2025-03-11;14,0;144,68
3;774390;147036;FRALDA HIPOPO SHORT JUMBINHO XXG14UN;FRALDAS;2025-03-11;220,0;3288,98
3;774397;153831;ESM RISQ CARE SECANTE EXPRESS CL 8ML;PED./MANICURE;2025-03-11;6,0;27,93
3;774397;153831;ESM RISQ CARE SECANTE EXPRESS CL 8ML;TERMICA;2025-03-11;6,0;27,93
3;774398;129917;ESC CAB CONDOR MAD BASIC RAQUEL 6807;ESCOVAS/PENTES;2025-03-11;1,0;9,64
3;775115;132789;SH ALYNE HIDRATACAO INTENSIVA 350ML;BANDAGEM/FITA;2025-03-13;6,0;32,43
3;775123;142079;BICO MAM SIL BIG 0 T2 FLUXO G 0069-01;BICO;2025-03-13;12,0;52,25
3;775124;125269;ESM CR RISQ ASTRAL BL 8ML;PED./MANICURE;2025-03-13;22,0;70,9
3;775130;141964;SAB GB MOMENTS CLASSIC BARRA 90G;;2025-03-13;15,0;26,75
3;775136;154275;ESM RISQ CREM VIVE DA MINHA ARTE BL 8ML;PED./MANICURE;2025-03-13;4,0;18,91
3;775140;146720;100%WHEY PT BAUNILHA 900G (TITANIUM);SABONETE LIQUIDO;2025-03-13;1,0;96,42
3;775145;125165;ESM NAT RISQ MELISSA BL 8ML;COLORACAO;2025-03-13;11,0;34,51
3;775146;148272;DEO COL PETUNIA BELLA VITTA 100ML;BELEZA;2025-03-13;7,0;190,61
3;775147;145591;SH GB BABY&KIDS GIBY&GABY CAB CACH 200ML;MEDIDORES DE PRESSAO;2025-03-13;33,0;222,02
3;775577;127102;JOELHEIRA ELAST P PTO BC0633;ORTOPEDICOS;2025-03-14;50,0;966,27
3;775581;127123;COTOVELEIRA ELAST G PTO BC0660;ORTOPEDICOS;2025-03-14;2,0;37,96
